mnem,pref,twobyte,pri_opcd,sec_opcd,+r,op_size,sign-ext,direction,tttn,mem_format,opcd_ext,mode,ring,lock,fpush,fpop,alias,part_alias,instr_ext,grp1,grp2,grp3,test_f,modif_f,def_f,undef_f,f_vals,exclusive,brief,op1_m,op1_t,op2_m,op2_t,op3_m,op3_t,op4_m,op4_t
bswap,,1,cf,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
addsubpd,66,1,D0,,,,,,,,,,,,,,,,sse3,simdfp,arith,,,,,,,,Packed Double-FP Add/Subtract,19,6,20,6,,,,
addsubps,F2,1,D0,,,,,,,,,,,,,,,,sse3,simdfp,arith,,,,,,,,Packed Single-FP Add/Subtract,19,8,20,8,,,,
psrlw,,1,D1,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Logical,14,9,15,9,,,,
psrlw,66,1,D1,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Right Logical,19,4,20,4,,,,
psrld,,1,D2,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Logical,14,9,15,9,,,,
psrld,66,1,D2,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Right Logical,19,4,20,4,,,,
psrlq,,1,D3,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Logical,14,9,15,9,,,,
psrlq,66,1,D3,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Right Logical,19,4,20,4,,,,
paddq,,1,D4,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Quadword Integers,14,9,15,9,,,,
paddq,66,1,D4,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Quadword Integers,19,4,20,4,,,,
pmullw,,1,D5,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Multiply Packed Signed Integers and Store Low Result,14,9,15,9,,,,
pmullw,66,1,D5,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Multiply Packed Signed Integers and Store Low Result,19,4,20,4,,,,
movq,66,1,D6,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Quadword,20,9,19,9,,,,
movq2dq,F3,1,D6,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Quadword from MMX Technology to XMM Register,19,4,12,9,,,,
movdq2q,F2,1,D6,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Quadword from XMM to MMX Technology Register,14,9,18,9,,,,
pmovmskb,,1,D7,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Move Byte Mask,6,25,12,9,,,,
pmovmskb,66,1,D7,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Move Byte Mask,6,25,18,4,,,,
psubusb,,1,D8,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation,14,9,15,9,,,,
psubusb,66,1,D8,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation,19,4,20,4,,,,
psubusw,,1,D9,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation,14,9,15,9,,,,
psubusw,66,1,D9,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation,19,4,20,4,,,,
pminub,,1,DA,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Minimum of Packed Unsigned Byte Integers,14,9,15,9,,,,
pminub,66,1,DA,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Minimum of Packed Unsigned Byte Integers,19,4,20,4,,,,
pand,,1,DB,,,,,,,,,,,,,,,,mmx,logical,,,,,,,,,Logical AND,14,9,15,3,,,,
pand,66,1,DB,,,,,,,,,,,,,,,,sse2,simdint,logical,,,,,,,,Logical AND,19,4,20,4,,,,
paddusb,,1,DC,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation,14,9,15,9,,,,
paddusb,66,1,DC,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation,19,4,20,4,,,,
paddusw,,1,DD,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation,14,9,15,9,,,,
paddusw,66,1,DD,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation,19,4,20,4,,,,
pmaxub,,1,DE,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Maximum of Packed Unsigned Byte Integers,14,9,15,9,,,,
pmaxub,66,1,DE,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Maximum of Packed Unsigned Byte Integers,19,4,20,4,,,,
pandn,,1,DF,,,,,,,,,,,,,,,,mmx,logical,,,,,,,,,Logical AND NOT,14,9,15,9,,,,
pandn,66,1,DF,,,,,,,,,,,,,,,,sse2,simdint,logical,,,,,,,,Logical AND NOT,19,4,20,4,,,,
pavgb,,1,E0,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Average Packed Integers,14,9,15,9,,,,
pavgb,66,1,E0,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Average Packed Integers,19,4,20,4,,,,
psraw,,1,E1,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Arithmetic,14,9,15,9,,,,
psraw,66,1,E1,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Right Arithmetic,19,4,20,4,,,,
psrad,,1,E2,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Arithmetic,14,9,15,9,,,,
psrad,66,1,E2,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Right Arithmetic,19,4,20,4,,,,
pavgw,,1,E3,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Average Packed Integers,14,9,15,9,,,,
pavgw,66,1,E3,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Average Packed Integers,19,4,20,4,,,,
pmulhuw,,1,E4,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Multiply Packed Unsigned Integers and Store High Result,14,9,15,9,,,,
pmulhuw,66,1,E4,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Multiply Packed Unsigned Integers and Store High Result,19,4,20,4,,,,
pmulhw,,1,E5,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Multiply Packed Signed Integers and Store High Result,14,9,15,9,,,,
pmulhw,66,1,E5,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Multiply Packed Signed Integers and Store High Result,19,4,20,4,,,,
cvtpd2dq,F2,1,E6,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert Packed Double-FP Values to DW Integers,19,4,20,6,,,,
cvttpd2dq,66,1,E6,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert with Trunc. Packed Double-FP Values to DW Integers,19,4,20,6,,,,
cvtdq2pd,F3,1,E6,,,,,,,,,,,,,,,,sse2,pcksclr,conver,,,,,,,,Convert Packed DW Integers to Double-FP Values,19,6,20,4,,,,
movntq,,1,E7,,,,,,,,,,,,,,,,sse1,cachect,,,,,,,,,Store of Quadword Using Non-Temporal Hint,11,9,14,9,,,,
movntdq,66,1,E7,,,,,,,,,,,,,,,,sse2,cachect,,,,,,,,,Store Double Quadword Using Non-Temporal Hint,11,4,19,4,,,,
psubsb,,1,E8,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Signed Integers with Signed Saturation,14,9,15,9,,,,
psubsb,66,1,E8,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Signed Integers with Signed Saturation,19,4,20,4,,,,
psubsw,,1,E9,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Signed Integers with Signed Saturation,14,9,15,9,,,,
psubsw,66,1,E9,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Signed Integers with Signed Saturation,19,4,20,4,,,,
pminsw,,1,EA,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Minimum of Packed Signed Word Integers,14,9,15,9,,,,
pminsw,66,1,EA,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Minimum of Packed Signed Word Integers,19,4,20,4,,,,
por,,1,EB,,,,,,,,,,,,,,,,mmx,logical,,,,,,,,,Bitwise Logical OR,14,9,15,9,,,,
por,66,1,EB,,,,,,,,,,,,,,,,sse2,simdint,logical,,,,,,,,Bitwise Logical OR,19,4,20,4,,,,
paddsb,,1,EC,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Signed Integers with Signed Saturation,14,9,15,9,,,,
paddsb,66,1,EC,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Signed Integers with Signed Saturation,19,4,20,4,,,,
paddsw,,1,ED,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Signed Integers with Signed Saturation,14,9,15,9,,,,
paddsw,66,1,ED,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Signed Integers with Signed Saturation,19,4,20,4,,,,
pmaxsw,,1,EE,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Maximum of Packed Signed Word Integers,14,9,15,9,,,,
pmaxsw,66,1,EE,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Maximum of Packed Signed Word Integers,19,4,20,4,,,,
pxor,,1,EF,,,,,,,,,,,,,,,,mmx,logical,,,,,,,,,Logical Exclusive OR,14,9,15,9,,,,
pxor,66,1,EF,,,,,,,,,,,,,,,,sse2,simdint,logical,,,,,,,,Logical Exclusive OR,19,4,20,4,,,,
lddqu,F2,1,F0,,,,,,,,,,,,,,,,sse3,cachect,,,,,,,,,Load Unaligned Integer 128 Bits,19,4,11,4,,,,
psllw,,1,F1,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Left Logical,14,9,15,9,,,,
psllw,66,1,F1,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Left Logical,19,4,20,4,,,,
pslld,,1,F2,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Left Logical,14,9,15,9,,,,
pslld,66,1,F2,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Left Logical,19,4,20,4,,,,
psllq,,1,F3,,,,,,,,,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Left Logical,14,9,15,9,,,,
psllq,66,1,F3,,,,,,,,,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Packed Data Left Logical,19,4,20,4,,,,
pmuludq,,1,F4,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Multiply Packed Unsigned DW Integers,14,9,15,9,,,,
pmuludq,66,1,F4,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Multiply Packed Unsigned DW Integers,19,4,20,4,,,,
pmaddwd,,1,F5,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Multiply and Add Packed Integers,14,9,15,3,,,,
pmaddwd,66,1,F5,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Multiply and Add Packed Integers,19,4,20,4,,,,
psadbw,,1,F6,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Compute Sum of Absolute Differences,14,9,15,9,,,,
psadbw,66,1,F6,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Compute Sum of Absolute Differences,19,4,20,4,,,,
maskmovq,,1,F7,,,,,,,,,,,,,,,,sse1,cachect,,,,,,,,,Store Selected Bytes of Quadword,14,9,12,9,,,,
maskmovdqu,66,1,F7,,,,,,,,,,,,,,,,sse2,cachect,,,,,,,,,Store Selected Bytes of Double Quadword,19,4,18,4,,,,
psubb,,1,F8,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Integers,14,9,15,9,,,,
psubb,66,1,F8,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Integers,19,4,20,4,,,,
psubw,,1,F9,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Integers,14,9,15,9,,,,
psubw,66,1,F9,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Integers,19,4,20,4,,,,
psubd,,1,FA,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Subtract Packed Integers,14,9,15,9,,,,
psubd,66,1,FA,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Integers,19,4,20,4,,,,
psubq,,1,FB,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Quadword Integers,14,9,15,9,,,,
psubq,66,1,FB,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Subtract Packed Quadword Integers,19,4,20,4,,,,
paddb,,1,FC,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Integers,14,9,15,9,,,,
paddb,66,1,FC,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Integers,19,4,20,4,,,,
paddw,,1,FD,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Integers,14,9,15,9,,,,
paddw,66,1,FD,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Integers,19,4,20,4,,,,
paddd,,1,FE,,,,,,,,,,,,,,,,mmx,arith,,,,,,,,,Add Packed Integers,14,9,15,9,,,,
paddd,66,1,FE,,,,,,,,,,,,,,,,sse2,simdint,arith,,,,,,,,Add Packed Integers,19,4,20,4,,,,
